시군구	번지	단지명	전월세구분	전용면적(㎡)	계약일	보증금(만원)	월세(만원)	층	건축년도	도로명	계약년도	계약월	거래종류
경기도 성남시 분당구 백현동	546	백현마을3단지(주공)임대	월세	51.78	11~20	5,420	23	8	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	546	백현마을3단지(주공)임대	월세	39.62	1~10	4,720	8	2	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	39.82	11~20	4,220	8	14	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	39.82	21~31	4,020	9	16	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	46.86	11~20	6,400	11	2	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	46.86	11~20	5,900	17	3	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	74.92	11~20	45,000	60	6	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.7	11~20	30,000	110	7	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.91	21~31	46,000	20	10	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.73	21~31	30,000	125	7	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	1~10	65,000	0	16	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	74.45	21~31	43,000	58	9	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	84.7	11~20	30,000	100	15	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	84.73	1~10	10,000	190	10	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.73	11~20	58,000	0	3	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	74.45	21~31	58,000	0	1	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.73	11~20	45,000	80	12	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.7	21~31	25,000	140	15	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	11~20	64,000	0	10	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	74.76	21~31	60,000	0	21	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	월세	117.67	21~31	70,000	70	5	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	월세	117.06	11~20	60,000	80	2	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.06	11~20	75,000	0	7	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.06	21~31	67,000	0	5	2009	판교역로	2015년	08월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	105.13	21~31	75,000	25	4	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	139.73	21~31	60,000	130	11	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	139.73	11~20	40,000	300	16	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	105.13	21~31	40,000	140	15	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	117.52	1~10	100,000	0	4	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	98.99	11~20	70,000	0	1	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	105.13	21~31	70,000	0	22	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	98.99	11~20	75,000	0	8	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	139.73	11~20	78,000	0	13	2011	동판교로	2015년	08월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	101.25	21~30	25,736	29	18	2009	동판교로	2015년	09월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	68,000	0	5	2009	동판교로	2015년	09월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	67,000	0	9	2009	동판교로	2015년	09월	전월세
경기도 성남시 분당구 백현동	546	백현마을3단지(주공)임대	월세	51.78	11~20	8,020	12	11	2011	동판교로	2015년	09월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	46.86	1~10	6,400	11	4	2011	동판교로	2015년	09월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	39.82	1~10	4,220	8	11	2011	동판교로	2015년	09월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.73	11~20	58,000	58	8	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	74.76	21~30	45,000	55	10	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	74.92	21~30	50,000	40	3	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	74.76	11~20	45,000	60	12	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	74.76	11~20	30,000	95	13	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	74.76	21~30	49,000	50	7	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	74.76	1~10	20,000	140	11	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.73	11~20	64,000	0	5	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.73	21~30	65,000	0	13	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	84.73	11~20	49,500	62	5	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	11~20	63,000	0	5	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	11~20	65,000	0	7	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	11~20	45,000	0	16	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.7	21~30	65,000	0	14	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	74.45	11~20	64,000	0	6	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.98	1~10	65,000	0	9	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.69	1~10	63,000	0	8	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.73	11~20	24,000	140	8	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.73	11~20	45,000	70	10	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.73	11~20	30,000	120	8	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.61	1~10	64,500	0	1	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	11~20	64,000	0	18	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.73	11~20	70,000	0	4	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	74.76	1~10	60,000	0	11	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	월세	117.67	21~30	65,000	40	8	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	월세	117.8	11~20	40,000	160	8	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	101.17	11~20	73,000	0	4	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.8	11~20	80,000	0	9	2009	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	530	판교알파리움2단지	월세	96.82	11~20	40,000	140	8	2015	판교역로	2015년	09월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	139.73	11~20	30,000	290	19	2011	동판교로	2015년	09월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	98.99	11~20	73,000	10	20	2011	동판교로	2015년	09월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	103.96	11~20	40,000	160	9	2011	동판교로	2015년	09월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	103.96	21~30	74,000	0	1	2011	동판교로	2015년	09월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.5	11~20	55,000	30	1	2009	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	118.94	1~10	20,000	165	6	2009	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	60,000	0	4	2009	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	21~31	65,000	0	12	2009	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	21~31	57,000	0	9	2009	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.98	21~31	50,000	60	12	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	74.76	1~10	40,000	50	16	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.98	11~20	45,000	75	16	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	74.76	21~31	41,000	50	17	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.7	1~10	45,000	65	20	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.91	11~20	45,500	55	5	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	74.92	1~10	43,000	35	4	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	월세	84.98	1~10	25,000	120	8	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.91	11~20	64,000	0	6	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	11~20	65,000	0	13	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.73	1~10	68,000	0	4	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	84.7	1~10	67,000	0	13	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	74.92	11~20	60,000	0	7	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	554	백현마을5단지(주공)	전세	74.76	1~10	62,000	0	18	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	84.7	1~10	46,000	40	4	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	84.73	11~20	7,000	220	4	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	74.76	21~31	10,000	175	3	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	84.98	1~10	45,000	75	3	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	월세	84.69	1~10	42,000	75	9	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	74.76	11~20	52,000	0	19	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.73	21~31	65,000	0	10	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	555	백현마을6단지(주공)	전세	84.69	1~10	64,000	0	17	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.61	21~31	30,000	145	4	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	74.76	21~31	43,000	60	13	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.73	21~31	50,000	50	16	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	월세	84.73	21~31	41,000	75	14	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	556	백현마을7단지(주공)	전세	84.7	21~31	65,000	0	23	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.06	21~31	21,669	81	5	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.17	11~20	24,389	42	3	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	21~31	24,589	41	2	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.17	21~31	24,389	42	13	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.06	21~31	25,969	52	9	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	21~31	21,669	81	8	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.17	21~31	24,389	42	9	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	21~31	21,669	81	3	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.06	21~31	21,669	81	2	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.17	21~31	23,689	47	1	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	21~31	25,969	52	3	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	11~20	21,669	42	12	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.06	21~31	27,469	42	3	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.06	21~31	27,469	42	16	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	21~31	22,681	81	4	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.6	21~31	29,881	35	4	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.06	21~31	22,681	81	12	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	21~31	27,469	42	6	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	21~31	21,669	81	7	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	21~31	24,889	39	17	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.17	21~31	24,889	39	14	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.17	21~31	24,890	39	11	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	21~31	19,589	74	17	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	21~31	26,969	46	17	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	150.81	21~31	31,383	47	18	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	21~31	27,669	41	4	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	21~31	24,389	42	9	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.06	21~31	21,669	81	6	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	21~31	24,889	39	6	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	21~31	21,669	81	6	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	21~31	21,669	42	3	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	21~31	24,889	39	8	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.06	21~31	26,969	46	11	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	21~31	24,889	39	6	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.17	21~31	24,389	42	5	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	21~31	26,189	32	6	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	21~31	24,889	39	1	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	21~31	24,389	42	15	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.39	21~31	26,669	48	12	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	101.46	21~31	26,189	32	11	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	558	백현마을8단지(대림)임대	월세	117.06	21~31	26,969	46	14	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	월세	117.06	21~31	60,000	100	6	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	월세	117.8	1~10	57,000	50	6	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	월세	101.17	11~20	55,000	60	5	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	월세	101.46	21~31	50,000	60	5	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.2	21~31	85,000	0	10	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.2	11~20	80,000	0	9	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	117.67	11~20	65,000	0	5	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	101.17	21~31	57,500	0	5	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	525	백현마을9단지(e편한세상)	전세	101.46	11~20	75,000	0	5	2009	판교역로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	117.52	21~31	40,000	210	10	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	103.96	1~10	50,000	95	3	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	103.96	1~10	10,000	300	6	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	117.52	21~31	50,000	180	5	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	103.96	21~31	50,000	150	11	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	105.13	1~10	55,000	120	15	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	117.52	11~20	20,000	250	3	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	월세	139.73	11~20	77,000	110	12	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	117.52	11~20	97,000	0	13	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	98.99	1~10	75,000	0	4	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	117.52	11~20	95,000	0	4	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	117.52	11~20	95,000	0	8	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	97.71	21~31	79,500	0	3	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	103.96	21~31	70,000	0	7	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	117.52	11~20	96,000	0	21	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	103.96	11~20	85,000	0	10	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	103.96	1~10	87,000	0	7	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	98.99	1~10	75,000	0	6	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	117.52	1~10	90,000	0	13	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	542	판교푸르지오그랑블	전세	117.52	1~10	90,000	0	7	2011	동판교로	2015년	10월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.5	21~30	23,000	140	1	2009	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.5	1~10	30,000	100	10	2009	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.5	11~20	29,000	90	1	2009	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	월세	84.67	21~30	40,000	70	3	2009	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	21~30	64,000	0	4	2009	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	1~10	57,000	0	11	2009	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.67	11~20	65,000	0	4	2009	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	545	백현마을2단지(주공)일부임대	전세	84.5	11~20	63,000	0	16	2009	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	39.82	11~20	2,748	19	17	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	51.6	21~30	6,837	17	24	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	39.73	21~30	2,748	19	8	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	51.6	21~30	5,137	28	1	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	51.6	21~30	7,300	20	14	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	51.64	21~30	6,837	17	4	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	46.86	21~30	4,091	28	7	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	46.81	21~30	6,591	12	8	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	46.86	21~30	4,091	28	1	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	46.86	21~30	6,591	12	7	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	51.64	21~30	4,637	31	9	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	51.6	21~30	7,900	17	11	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	46.86	21~30	6,091	15	1	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	51.64	21~30	5,537	25	4	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	51.64	21~30	4,637	31	7	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	46.86	21~30	6,091	15	11	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	39.82	21~30	4,348	9	5	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	51.84	11~20	6,837	17	5	2011	동판교로	2015년	11월	전월세
경기도 성남시 분당구 백현동	553	백현마을4단지(주공)임대	월세	39.82	21~30	4,048	10	8	2011	동판교로	2015년	11월	전월세
