시군구	번지	단지명	전용면적(㎡)	계약일	거래금액(만원)	층	건축년도	도로명	계약년도	계약월	거래종류
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	74.45	21~31	62800	18	2009	동판교로	2014년	07월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	84.82	21~31	80800	7	2009	동판교로	2014년	07월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.84	11~20	99000	14	2009	동판교로	2014년	07월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.84	11~20	96000	17	2009	동판교로	2014년	07월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.09	1~10	91000	2	2009	동판교로	2014년	07월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.01	1~10	109500	15	2009	동판교로	2014년	07월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.03	11~20	102000	10	2009	동판교로	2014년	07월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	65000	5	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.46	11~20	56000	1	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.46	21~31	63000	7	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	83.39	11~20	60000	3	2009	판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	83.39	21~31	59000	1	2009	판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	55000	1	2009	판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	60000	8	2009	판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~31	62000	13	2009	판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~31	62500	13	2009	판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	59.84	11~20	56000	9	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	74.92	1~10	59800	1	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	74.92	11~20	65900	5	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	84.69	11~20	65500	6	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	84.5	11~20	81000	9	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	84.5	21~31	73000	2	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	84.5	21~31	79000	8	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	84.92	21~31	87000	9	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.82	11~20	97000	9	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.84	1~10	92500	2	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.84	11~20	100000	12	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.84	21~31	100000	17	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.09	11~20	89700	15	2009	동판교로	2014년	08월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	65000	7	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	21~30	66250	11	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	21~30	66000	11	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	11~20	60000	2	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	11~20	62000	5	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	11~20	65000	14	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.46	21~30	60000	6	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	1~10	60000	2	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	21~30	62000	9	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	64500	8	2009	판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~30	60000	4	2009	판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	74.45	1~10	66000	12	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	74.45	21~30	64900	10	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	84.98	11~20	68000	14	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	84.98	21~30	65000	1	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	84.5	1~10	77000	3	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	84.5	21~30	80000	3	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	84.82	1~10	82750	8	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	11~20	92000	4	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	84.61	11~20	86500	10	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	84.92	21~30	88200	10	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.82	11~20	99700	6	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.84	1~10	105000	17	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.84	1~10	100000	21	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.05	1~10	96000	4	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.09	1~10	95000	10	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.09	1~10	99500	12	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.09	11~20	96500	6	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.09	21~30	97000	10	2009	동판교로	2014년	09월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	66700	11	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	65000	9	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	67000	7	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	64000	3	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	65000	10	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	67000	5	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	66800	6	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	68000	13	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	21~31	64500	5	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	21~31	66000	10	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	11~20	65000	14	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	21~31	63000	9	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	21~31	55000	1	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	1~10	62500	8	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	1~10	62000	4	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	1~10	62000	5	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	1~10	58500	3	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	21~31	62000	12	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	21~31	59500	11	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	60000	2	2009	판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	62000	8	2009	판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~31	60000	6	2009	판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~31	61300	7	2009	판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	59.84	11~20	55000	10	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	59.84	11~20	55000	6	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	59.84	21~31	53000	9	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	74.45	11~20	63800	4	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	84.69	11~20	64000	12	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	84.98	11~20	72500	14	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	84.98	21~31	72500	5	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	84.5	11~20	84500	8	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.15	21~31	104000	9	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.15	21~31	98500	7	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.15	21~31	72800	22	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~31	96000	11	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~31	103500	12	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~31	79000	3	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~31	95000	13	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~31	101000	6	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	84.5	11~20	88000	4	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	84.61	21~31	88000	8	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.82	21~31	102500	4	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.84	1~10	91750	1	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.09	11~20	96000	7	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.13	11~20	91500	11	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.13	21~31	94250	8	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.13	21~31	89900	19	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.01	11~20	113000	8	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.01	21~31	114000	9	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.07	1~10	102500	2	2009	동판교로	2014년	10월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	64500	6	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	1~10	64700	12	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	11~20	64700	10	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.46	1~10	60000	8	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	66500	8	2009	판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	60000	9	2009	판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	60000	2	2009	판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	63000	5	2009	판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	60000	10	2009	판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~30	60000	7	2009	판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	59.84	1~10	53000	2	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	59.84	1~10	54900	8	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	59.84	11~20	57000	15	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	59.84	11~20	55000	13	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	84.98	21~30	68000	5	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.15	21~30	107000	20	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	1~10	86350	16	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	1~10	63790	1	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	1~10	63790	1	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	11~20	84000	13	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	11~20	108000	8	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	11~20	68919	3	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~30	72000	3	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~30	104500	19	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~30	90000	5	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~30	104500	10	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.44	1~10	63790	1	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.44	21~30	108000	17	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101.09	21~30	98000	10	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.03	11~20	109500	11	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.18	1~10	113000	22	2009	동판교로	2014년	11월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	69500	9	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	1~10	58000	6	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	1~10	63500	5	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	11~20	65000	7	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	11~20	63000	4	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	83.39	21~31	65500	13	2009	판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	64300	14	2009	판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	60000	6	2009	판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	60000	7	2009	판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~31	62000	11	2009	판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	74.92	1~10	66500	6	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	84.5	1~10	71800	1	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	84.5	21~31	71000	1	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.15	1~10	105000	6	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.15	1~10	81000	6	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	1~10	97000	1	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	11~20	103000	7	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	11~20	104500	7	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~31	71450	7	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~31	104500	7	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~31	102000	11	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	21~31	104000	4	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	101.82	1~10	104500	8	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.01	1~10	114500	8	2009	동판교로	2014년	12월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	66000	12	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	63400	4	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	21~31	67500	13	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	21~31	64200	6	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	21~31	60000	8	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	21~31	61000	8	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	21~31	65000	12	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.46	21~31	65000	15	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	21~31	63000	8	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	21~31	64000	6	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	21~31	60000	9	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	83.39	21~31	64200	14	2009	판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	61000	5	2009	판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	62500	14	2009	판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	65000	13	2009	판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	59000	2	2009	판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	65000	13	2009	판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~31	61500	9	2009	판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~31	65000	7	2009	판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~31	63000	3	2009	판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	59.84	21~31	52400	1	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	59.84	21~31	56000	12	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	84.69	1~10	65000	17	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	718	봇들마을4단지(주공)	84.98	21~31	75500	9	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.15	21~31	109000	12	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.34	1~10	111300	16	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	738	봇들마을7단지	108.44	21~31	95000	5	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	742	봇들마을8단지(주공)	84.61	1~10	90000	13	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	101	1~10	87000	18	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.01	11~20	113000	4	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.18	11~20	116500	7	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	744	봇들마을9단지(금호어울림)	115.18	21~31	102800	8	2009	동판교로	2015년	01월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	64000	8	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	67000	13	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	69000	8	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	1~10	68750	13	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	60000	1	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	70600	13	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	82.79	11~20	65000	5	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.24	1~10	62000	2	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	1~10	63000	3	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	1~10	66500	11	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	21~28	60000	5	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	21~28	60000	6	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	705	봇들마을1단지(풍성신미주)	83.7	21~28	60000	2	2009	동판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	83.39	1~10	61000	7	2009	판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	65000	7	2009	판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	60000	8	2009	판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	64500	13	2009	판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	60000	6	2009	판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	63000	8	2009	판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	63500	9	2009	판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	1~10	60500	5	2009	판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	11~20	60000	2	2009	판교로	2015년	02월	매매
경기도 성남시 분당구 삼평동	717	봇들마을2단지(이지더원)	84.28	21~28	62000	6	2009	판교로	2015년	02월	매매
